-3.73219, -4.2372, 0.201227, 2.7476, 1.45593, 3.91753, 4.71268, -2.95375, -4.29093, 2.08292, -2.69735, -0.0911239, -1.64051, -3.74851, -0.813394, -2.74427, -1.98148, -0.354312, -2.60671, -4.43332, -25,-25
-5.41592, -4.54579, 0.473109, 3.40257, 1.70848, 4.4031, 5.30943, -2.96509, -4.69581, 2.72147, -4.18357, 1.0944, -1.23594, -4.62949, -0.0753178, -2.768, -1.93591, -0.155413, -3.40254, -5.24697, -21.6667,-21.6667
-8.06118, -4.89132, 0.958248, 4.62644, 2.17619, 5.33483, 6.46253, -2.96511, -5.43635, 3.88129, -6.22906, 2.88379, -0.536356, -6.39394, 1.14679, -3.01389, -1.95391, 0.133028, -4.62073, -6.61188, -18.3333,-18.3333
-11.2687, -5.19664, 1.58925, 6.29832, 2.80675, 6.64662, 8.10501, -2.91869, -6.42754, 5.43419, -8.58807, 5.02643, 0.357205, -8.85389, 2.70729, -3.48698, -2.04465, 0.427701, -6.11981, -8.40622, -15,-15
-14.8438, -5.44697, 2.31826, 8.31314, 3.55536, 8.26914, 10.1621, -2.79637, -7.60247, 7.28421, -11.1519, 7.40643, 1.38739, -11.8462, 4.50896, -4.15727, -2.20146, 0.69022, -7.828, -10.5422, -11.6667,-11.6667
-18.6811, -5.643, 3.11557, 10.5934, 4.39022, 10.1434, 12.5635, -2.57777, -8.91479, 9.36512, -13.8622, 9.96092, 2.52276, -15.2548, 6.48962, -4.99925, -2.41531, 0.905468, -9.70126, -12.9559, -8.33333,-8.33333
-22.717, -5.78909, 3.96278, 13.0843, 5.28992, 12.2233, 15.2455, -2.2516, -10.3329, 11.6309, -16.684, 12.6515, 3.74371, -18.9978, 8.61075, -5.99396, -2.67778, 1.06879, -11.7099, -15.6004, -5,-5
-26.9104, -5.89003, 4.84805, 15.7463, 6.23991, 14.4738, 18.1535, -1.8156, -11.8348, 14.0486, -19.5942, 15.4526, 5.03655, -23.0162, 10.8485, -7.12621, -2.98171, 1.1801, -13.8325, -18.4403, -1.66667,-1.66667
-31.2328, -5.95023, 5.7634, 18.5509, 7.23004, 16.8682, 21.2431, -1.27415, -13.4048, 16.5942, -22.5769, 18.3464, 6.39105, -27.2661, 13.1877, -8.38274, -3.32119, 1.24127, -16.0532, -21.4485, 1.66667,1.66667
-35.6636, -5.97352, 6.70323, 21.4764, 8.25301, 19.3858, 24.4802, -0.635026, -15.0315, 19.249, -25.6205, 21.3194, 7.79924, -31.7145, 15.6176, -9.75156, -3.69141, 1.25494, -18.3598, -24.6036, 5,5
-40.1874, -5.9632, 7.66343, 24.5061, 9.30341, 22.0103, 27.8386, 0.0930519, -16.706, 21.999, -28.7163, 24.3615, 9.25478, -36.3355, 18.1304, -11.2218, -4.08841, 1.22392, -20.7423, -27.8885, 8.33333,8.33333
-44.7922, -5.92211, 8.64092, 27.627, 10.3771, 24.7287, 31.2985, 0.901612, -18.4217, 24.8327, -31.8574, 27.4648, 10.7525, -41.1086, 20.7198, -12.7838, -4.50897, 1.15101, -23.193, -31.2894, 11.6667,11.6667
-49.4684, -5.85267, 9.63333, 30.8286, 11.4709, 27.5306, 34.8447, 1.78296, -20.1732, 27.7409, -35.0385, 30.6226, 12.2881, -46.0174, 23.3801, -14.429, -4.95039, 1.03882, -25.7053, -34.7948, 15,15
-54.2085, -5.75699, 10.6388, 34.1023, 12.5823, 30.4072, 38.4652, 2.73032, -21.9562, 30.716, -38.2552, 33.8298, 13.8581, -51.0482, 26.1069, -16.1497, -5.41044, 0.889787, -28.2737, -38.395, 18.3333,18.3333
-59.006, -5.63692, 11.6557, 37.4411, 13.7091, 33.3514, 42.1507, 3.73779, -23.7673, 33.7518, -41.5039, 37.0818, 15.4594, -56.1897, 28.8957, -17.9395, -5.88723, 0.706118, -30.8936, -42.0819, 21.6667,21.6667
-63.8557, -5.49405, 12.6829, 40.8389, 14.8498, 36.357, 45.8935, 4.80022, -25.6037, 36.843, -44.7816, 40.375, 17.0895, -61.4323, 31.7429, -19.7925, -6.37915, 0.489839, -33.561, -45.8484, 25,25
-68.7531, -5.32982, 13.7193, 44.2907, 16.0028, 39.4188, 49.6873, 5.91317, -27.4627, 39.9849, -48.0858, 43.7062, 18.746, -66.7678, 34.6449, -21.7037, -6.88484, 0.242787, -36.2725, -49.6887, 28.3333,28.3333
-73.6943, -5.14549, 14.7641, 47.7922, 17.1671, 42.5323, 53.527, 7.07275, -29.3425, 43.1736, -51.4142, 47.0725, 20.4272, -72.1892, 37.5988, -23.6686, -7.4031, -0.0333659, -39.0251, -53.5974, 31.6667,31.6667
-78.6762, -4.94219, 15.8164, 51.3396, 18.3415, 45.6938, 57.4082, 8.27557, -31.2412, 46.4057, -54.765, 50.4716, 22.1311, -77.6902, 40.6017, -25.6833, -7.93291, -0.337098, -41.8161, -57.5698, 35,35
-83.6957, -4.72094, 16.8758, 54.9297, 19.5253, 48.8997, 61.3273, 9.51862, -33.1574, 49.6782, -58.1366, 53.9012, 23.8565, -83.2655, 43.6511, -27.7444, -8.47338, -0.667019, -44.6432, -61.6019, 38.3333,38.3333
-88.7503, -4.48265, 17.9416, 58.5595, 20.7177, 52.1471, 65.281, 10.7993, -35.0897, 52.9886, -61.5274, 57.3596, 25.6018, -88.9104, 46.7445, -29.8486, -9.02372, -1.02186, -47.5042, -65.6901, 41.6667,41.6667
-93.8378, -4.22815, 19.0133, 62.2265, 21.9179, 55.4334, 69.2667, 12.1151, -37.0369, 56.3343, -64.9363, 60.8451, 27.366, -94.6206, 49.8799, -31.9934, -9.58323, -1.40045, -50.3974, -69.8312, 45,45
-98.9561, -3.95821, 20.0905, 65.9285, 23.1256, 58.7562, 73.2819, 13.4641, -38.9981, 59.7133, -68.3621, 64.3561, 29.1479, -100.392, 53.0553, -34.1762, -10.1513, -1.80173, -53.3209, -74.022, 48.3333,48.3333
-104.104, -3.67351, 21.1729, 69.6635, 24.3401, 62.1133, 77.3245, 14.8443, -40.9723, 63.1238, -71.8038, 67.8912, 30.9466, -106.222, 56.2688, -36.3948, -10.7273, -2.22471, -56.2733, -78.2602, 51.6667,51.6667
-109.279, -3.37468, 22.2601, 73.4295, 25.561, 65.5028, 81.3928, 16.2541, -42.9588, 66.564, -75.2605, 71.4494, 32.7612, -112.107, 59.5189, -38.6472, -11.3109, -2.66848, -59.2532, -82.5431, 55,55
-114.48, -3.06232, 23.3518, 77.2249, 26.7879, 68.9231, 85.485, 17.6919, -44.9567, 70.0324, -78.7314, 75.0294, 34.591, -118.044, 62.8039, -40.9315, -11.9015, -3.1322, -62.2593, -86.8688, 58.3333,58.3333
-119.705, -2.73696, 24.4477, 81.0483, 28.0204, 72.3726, 89.5997, 19.1562, -46.9655, 73.5276, -82.2157, 78.6302, 36.4351, -124.031, 66.1224, -43.2462, -12.4988, -3.61508, -65.2905, -91.2351, 61.6667,61.6667
-124.954, -2.3991, 25.5476, 84.8983, 29.2583, 75.8498, 93.7356, 20.6458, -48.9845, 77.0484, -85.7128, 82.2508, 38.2929, -130.066, 69.4732, -45.5897, -13.1023, -4.1164, -68.3456, -95.6402, 65,65
-130.226, -2.04921, 26.6513, 88.7736, 30.5011, 79.3535, 97.8914, 22.1596, -51.0133, 80.5934, -89.222, 85.8906, 40.1639, -136.145, 72.8548, -47.9605, -13.7118, -4.63549, -71.4236, -100.083, 68.3333,68.3333
-135.519, -1.68771, 27.7586, 92.6731, 31.7487, 82.8823, 102.066, 23.6965, -53.0513, 84.1618, -92.7427, 89.5485, 42.0474, -142.269, 76.2663, -50.3576, -14.327, -5.1717, -74.5237, -104.56, 71.6667,71.6667
-140.832, -1.31502, 28.8693, 96.5957, 33.0008, 86.4354, 106.259, 25.2554, -55.098, 87.7524, -96.2745, 93.224, 43.9429, -148.433, 79.7065, -52.7796, -14.9475, -5.72446, -77.645, -109.072, 75,75
-146.165, -0.931494, 29.9832, 100.541, 34.2571, 90.0115, 110.469, 26.8355, -57.1532, 91.3644, -99.8169, 96.9162, 45.85, -154.638, 83.1744, -55.2255, -15.5731, -6.2932, -80.7867, -113.617, 78.3333,78.3333
-151.517, -0.537501, 31.1002, 104.507, 35.5175, 93.6098, 114.695, 28.4358, -59.2163, 94.9968, -103.369, 100.625, 47.7682, -160.88, 86.6691, -57.6943, -16.2037, -6.8774, -83.9481, -118.194, 81.6667,81.6667
-156.887, -0.133367, 32.2202, 108.493, 36.7818, 97.2294, 118.936, 30.0557, -61.2871, 98.649, -106.932, 104.349, 49.697, -167.16, 90.1897, -60.1851, -16.8388, -7.47658, -87.1285, -122.801, 85,85
-162.274, 0.280595, 33.3429, 112.499, 38.0498, 100.87, 123.192, 31.6944, -63.3652, 102.32, -110.503, 108.088, 51.6361, -173.475, 93.7353, -62.697, -17.4785, -8.09028, -90.3272, -127.437, 88.3333,88.3333
-167.678, 0.704093, 34.4683, 116.524, 39.3213, 104.529, 127.462, 33.3512, -65.4503, 106.01, -114.084, 111.841, 53.5852, -179.825, 97.3052, -65.2292, -18.1224, -8.71806, -93.5436, -132.101, 91.6667,91.6667
-173.098, 1.13685, 35.5963, 120.567, 40.5963, 108.208, 131.746, 35.0255, -67.5421, 109.717, -117.673, 115.609, 55.5438, -186.207, 100.899, -67.7809, -18.7704, -9.3595, -96.7772, -136.793, 95,95
-178.534, 1.5786, 36.7268, 124.628, 41.8744, 111.905, 136.043, 36.7166, -69.6404, 113.441, -121.27, 119.39, 57.5117, -192.622, 104.515, -70.3515, -19.4223, -10.0142, -100.027, -141.512, 98.3333,98.3333
-183.985, 2.0291, 37.8596, 128.706, 43.1557, 115.62, 140.352, 38.4241, -71.745, 117.181, -124.876, 123.185, 59.4885, -199.067, 108.153, -72.9403, -20.078, -10.6819, -103.294, -146.256, 101.667,101.667
-189.45, 2.48812, 38.9947, 132.801, 44.44, 119.352, 144.673, 40.1473, -73.8556, 120.938, -128.489, 126.992, 61.474, -205.543, 111.813, -75.5467, -20.7374, -11.3621, -106.576, -151.025, 105,105
-194.93, 2.95543, 40.132, 136.911, 45.7272, 123.101, 149.006, 41.8858, -75.972, 124.71, -132.11, 130.812, 63.4679, -212.047, 115.494, -78.17, -21.4003, -12.0545, -109.873, -155.818, 108.333,108.333
-200.423, 3.43082, 41.2714, 141.037, 47.0171, 126.866, 153.35, 43.6391, -78.094, 128.497, -135.738, 134.644, 65.47, -218.58, 119.195, -80.8098, -22.0665, -12.7589, -113.185, -160.634, 111.667,111.667
-205.929, 3.91408, 42.4129, 145.177, 48.3097, 130.646, 157.705, 45.4068, -80.2214, 132.298, -139.373, 138.487, 67.48, -225.14, 122.916, -83.4656, -22.736, -13.4748, -116.511, -165.473, 115,115
-211.448, 4.40503, 43.5563, 149.332, 49.6049, 134.442, 162.07, 47.1884, -82.354, 136.114, -143.015, 142.342, 69.4976, -231.727, 126.656, -86.1368, -23.4087, -14.2021, -119.852, -170.335, 118.333,118.333
-216.979, 4.90348, 44.7016, 153.502, 50.9026, 138.252, 166.445, 48.9836, -84.4917, 139.943, -146.664, 146.207, 71.5228, -238.34, 130.416, -88.8229, -24.0845, -14.9405, -123.206, -175.217, 121.667,121.667
-222.523, 5.40927, 45.8487, 157.685, 52.2028, 142.076, 170.829, 50.792, -86.6344, 143.785, -150.319, 150.084, 73.5552, -244.977, 134.193, -91.5236, -24.7632, -15.6896, -126.573, -180.121, 125,125
-228.078, 5.92221, 46.9977, 161.881, 53.5052, 145.915, 175.223, 52.6132, -88.7818, 147.641, -153.98, 153.971, 75.5947, -251.64, 137.989, -94.2385, -25.4447, -16.4493, -129.953, -185.045, 128.333,128.333
-233.645, 6.44215, 48.1483, 166.09, 54.8099, 149.767, 179.626, 54.4469, -90.9338, 151.509, -157.648, 157.868, 77.641, -258.326, 141.801, -96.9671, -26.1291, -17.2194, -133.346, -189.989, 131.667,131.667
-239.223, 6.96894, 49.3007, 170.312, 56.1168, 153.632, 184.038, 56.2928, -93.0903, 155.389, -161.321, 161.776, 79.6941, -265.035, 145.631, -99.709, -26.8161, -17.9994, -136.751, -194.952, 135,135
-244.812, 7.50243, 50.4546, 174.547, 57.4259, 157.509, 188.459, 58.1505, -95.2512, 159.282, -165, 165.693, 81.7538, -271.767, 149.478, -102.464, -27.5058, -18.7894, -140.169, -199.934, 138.333,138.333
-250.412, 8.04248, 51.6102, 178.793, 58.737, 161.4, 192.888, 60.0198, -97.4163, 163.186, -168.685, 169.619, 83.8198, -278.521, 153.341, -105.232, -28.198, -19.589, -143.597, -204.935, 141.667,141.667
-256.022, 8.58896, 52.7672, 183.051, 60.05, 165.302, 197.325, 61.9004, -99.5855, 167.101, -172.375, 173.555, 85.892, -285.297, 157.22, -108.012, -28.8926, -20.398, -147.038, -209.954, 145,145
-261.642, 9.14173, 53.9258, 187.32, 61.3651, 169.216, 201.769, 63.792, -101.759, 171.028, -176.07, 177.5, 87.9704, -292.094, 161.115, -110.804, -29.5897, -21.2163, -150.49, -214.99, 148.333,148.333
-267.271, 9.70068, 55.0857, 191.601, 62.682, 173.142, 206.222, 65.6944, -103.936, 174.965, -179.771, 181.454, 90.0547, -298.911, 165.025, -113.607, -30.2891, -22.0437, -153.952, -220.043, 151.667,151.667
-272.911, 10.2657, 56.2471, 195.892, 64.0008, 177.08, 210.682, 67.6073, -106.117, 178.913, -183.477, 185.416, 92.1448, -305.749, 168.95, -116.423, -30.9908, -22.88, -157.426, -225.114, 155,155
-278.56, 10.8366, 57.4099, 200.194, 65.3213, 181.028, 215.149, 69.5304, -108.302, 182.871, -187.187, 189.387, 94.2406, -312.606, 172.889, -119.249, -31.6947, -23.725, -160.91, -230.2, 158.333,158.333
-284.218, 11.4134, 58.574, 204.507, 66.6436, 184.987, 219.623, 71.4637, -110.49, 186.84, -190.903, 193.366, 96.3419, -319.483, 176.844, -122.087, -32.4008, -24.5785, -164.404, -235.303, 161.667,161.667
-289.884, 11.9958, 59.7393, 208.83, 67.9676, 188.957, 224.104, 73.4067, -112.682, 190.818, -194.623, 197.354, 98.4487, -326.378, 180.812, -124.935, -33.109, -25.4404, -167.909, -240.422, 165,165
-295.56, 12.5839, 60.906, 213.162, 69.2932, 192.937, 228.591, 75.3594, -114.877, 194.806, -198.348, 201.349, 100.561, -333.293, 184.794, -127.793, -33.8192, -26.3106, -171.424, -245.556, 168.333,168.333
-301.245, 13.1775, 62.0739, 217.505, 70.6205, 196.927, 233.086, 77.3216, -117.076, 198.804, -202.077, 205.353, 102.678, -340.225, 188.789, -130.662, -34.5314, -27.1888, -174.948, -250.705, 171.667,171.667
-306.937, 13.7765, 63.243, 221.857, 71.9493, 200.928, 237.586, 79.2929, -119.278, 202.811, -205.811, 209.364, 104.801, -347.175, 192.798, -133.541, -35.2456, -28.075, -178.482, -255.869, 175,175
-312.638, 14.3808, 64.4132, 226.218, 73.2797, 204.938, 242.093, 81.2734, -121.483, 206.827, -209.549, 213.382, 106.928, -354.142, 196.82, -136.429, -35.9618, -28.969, -182.025, -261.048, 178.333,178.333
-318.347, 14.9904, 65.5846, 230.588, 74.6115, 208.957, 246.606, 83.2627, -123.692, 210.852, -213.291, 217.408, 109.06, -361.126, 200.855, -139.327, -36.6798, -29.8707, -185.577, -266.241, 181.667,181.667
-324.064, 15.6051, 66.7571, 234.968, 75.9448, 212.986, 251.125, 85.2608, -125.904, 214.886, -217.037, 221.441, 111.198, -368.127, 204.902, -142.235, -37.3996, -30.7799, -189.138, -271.448, 185,185
-329.789, 16.2249, 67.9308, 239.356, 77.2796, 217.024, 255.65, 87.2673, -128.118, 218.928, -220.788, 225.481, 113.34, -375.145, 208.962, -145.152, -38.1212, -31.6965, -192.709, -276.668, 188.333,188.333
-335.522, 16.8497, 69.1055, 243.753, 78.6157, 221.071, 260.18, 89.2823, -130.336, 222.979, -224.542, 229.528, 115.486, -382.179, 213.034, -148.077, -38.8446, -32.6204, -196.288, -281.903, 191.667,191.667
-341.262, 17.4793, 70.2812, 248.159, 79.9533, 225.126, 264.716, 91.3055, -132.556, 227.038, -228.301, 233.583, 117.637, -389.228, 217.118, -151.012, -39.5697, -33.5515, -199.875, -287.15, 195,195
-347.009, 18.1138, 71.458, 252.572, 81.2921, 229.191, 269.258, 93.3368, -134.779, 231.105, -232.063, 237.643, 119.793, -396.293, 221.214, -153.955, -40.2964, -34.4896, -203.471, -292.41, 198.333,198.333
-352.763, 18.753, 72.6357, 256.994, 82.6323, 233.264, 273.805, 95.376, -137.005, 235.18, -235.829, 241.711, 121.953, -403.374, 225.321, -156.907, -41.0249, -35.4347, -207.076, -297.684, 201.667,201.667
-358.525, 19.3969, 73.8145, 261.425, 83.9737, 237.345, 278.357, 97.423, -139.234, 239.263, -239.599, 245.785, 124.117, -410.469, 229.44, -159.867, -41.7549, -36.3867, -210.688, -302.97, 205,205
-364.293, 20.0454, 74.9942, 265.862, 85.3164, 241.435, 282.914, 99.4777, -141.466, 243.354, -243.372, 249.865, 126.286, -417.579, 233.57, -162.836, -42.4865, -37.3453, -214.309, -308.268, 208.333,208.333
-370.068, 20.6985, 76.1749, 270.308, 86.6604, 245.532, 287.476, 101.54, -143.7, 247.452, -247.149, 253.952, 128.458, -424.704, 237.711, -165.812, -43.2197, -38.3106, -217.937, -313.578, 211.667,211.667
